ID,Edad,Genero,Ingresos Anuales,Gasto Mensual,Puntuación de Crédito,Región,Comportamiento en linea,Compras en el ultimo año
1622,59,Masculino,511043,15922,956,Sur,2,9
1623,44,Masculino,1759095,39065,406,Norte,8,96
1624,60,Masculino,626821,29070,834,Sur,3,8
1625,23,Femenino,262778,5105,368,Este,8,16
1626,24,Masculino,220080,4625,430,Sur,9,84
1627,65,Masculino,498389,9508,876,Norte,2,2
1628,28,Femenino,177329,5922,358,Norte,10,41
1629,45,Masculino,812092,18699,678,Oeste,10,96
1630,29,Femenino,153768,1024,443,Sur,6,71
1631,55,Masculino,1290666,35511,479,Este,9,77
1632,20,Masculino,223938,4038,371,Este,9,52
1633,28,Femenino,277228,3813,323,Este,6,28
1634,50,Masculino,931305,27570,827,Este,3,3
1635,55,Masculino,1410228,20210,721,Este,10,82
1636,18,Femenino,245949,1958,382,Oeste,8,71
1637,20,Femenino,277403,5507,323,Norte,8,34
1638,68,Femenino,629894,25990,950,Sur,2,1
1639,57,Femenino,1106172,9830,947,Este,3,5
1640,53,Masculino,597015,14132,957,Este,1,6
1641,48,Femenino,815708,17736,403,Este,9,104
1642,57,Masculino,669759,5059,806,Oeste,3,6
1643,23,Masculino,250569,4722,366,Norte,7,71
1644,30,Femenino,206380,1753,316,Este,8,20
1645,57,Masculino,392748,7407,970,Sur,2,6
1646,67,Masculino,663241,15879,961,Sur,2,3
1647,56,Masculino,740526,30781,840,Sur,8,147
1648,66,Femenino,1124099,11306,812,Este,3,6
1649,62,Femenino,644530,6276,905,Norte,1,2
1650,24,Femenino,229827,2007,324,Oeste,9,72
1651,53,Masculino,805506,44901,683,Oeste,10,88
1652,20,Masculino,114012,2382,425,Oeste,7,79
1653,59,Masculino,1700436,19393,516,Norte,9,98
1654,35,Femenino,1010745,29131,583,Oeste,10,119
1655,28,Femenino,271015,4785,481,Este,9,74
1656,65,Femenino,256175,13131,901,Este,2,7
1657,52,Femenino,495526,12259,898,Sur,1,6
1658,52,Masculino,437300,20045,812,Sur,1,2
1659,56,Masculino,869132,20660,669,Este,9,143
1660,26,Femenino,124718,3900,389,Este,9,87
1661,56,Femenino,931031,18494,996,Sur,2,8
1662,23,Femenino,112087,5023,488,Norte,6,57
1663,33,Masculino,1847341,39338,742,Sur,9,116
1664,48,Masculino,1584592,16417,800,Norte,9,138
1665,62,Masculino,281964,11560,964,Norte,2,1
1666,22,Femenino,181465,5672,405,Este,6,66
1667,56,Masculino,1121283,16312,801,Oeste,3,10
1668,36,Masculino,1374794,36908,488,Oeste,9,114
1669,24,Masculino,110137,3118,457,Norte,8,53
1670,55,Masculino,1046395,21561,725,Oeste,9,129
1671,70,Masculino,590869,24251,941,Sur,3,2
1672,69,Masculino,903262,8743,806,Este,1,8
1673,53,Masculino,254781,17884,955,Sur,1,8
1674,64,Femenino,516657,15487,945,Este,3,9
1675,24,Femenino,224753,4327,408,Oeste,8,66
1676,67,Femenino,1047280,20025,872,Este,3,4
1677,59,Masculino,926383,10212,977,Este,2,5
1678,55,Masculino,916619,8823,869,Este,3,8
1679,60,Femenino,822361,7247,905,Norte,2,7
1680,21,Masculino,120698,5163,341,Este,9,95
1681,33,Masculino,1386460,20385,573,Este,9,144
1682,26,Masculino,140159,2013,374,Oeste,10,99
1683,54,Masculino,634711,20391,830,Este,3,8
1684,23,Femenino,212260,3180,333,Oeste,10,40
1685,31,Masculino,863357,43866,567,Oeste,8,103
1686,27,Masculino,122560,1445,406,Norte,7,88
1687,61,Masculino,416878,10027,936,Este,3,5
1688,60,Masculino,886765,21014,555,Este,8,120
1689,25,Masculino,114019,5144,406,Norte,6,55
1690,24,Femenino,188047,1452,379,Este,8,43
1691,55,Femenino,1577824,44622,457,Oeste,10,143
1692,27,Femenino,256068,5883,353,Norte,10,74
1693,55,Femenino,1746904,17589,462,Norte,9,128
1694,29,Femenino,183284,1194,494,Este,10,30
1695,56,Masculino,1131813,44013,503,Oeste,10,149
1696,42,Femenino,1022122,21042,458,Este,9,106
1697,68,Femenino,1055177,8818,864,Oeste,2,6
1698,24,Masculino,231706,4926,488,Sur,6,45
1699,61,Femenino,797475,11031,867,Oeste,2,2
1700,24,Masculino,220141,4711,463,Norte,6,25
1701,22,Masculino,206962,3840,327,Norte,6,21
1702,57,Masculino,866679,22827,929,Norte,3,1
1703,59,Femenino,1200838,39767,683,Oeste,10,116
1704,22,Masculino,115168,5692,375,Oeste,7,84
1705,43,Masculino,1307831,33977,566,Sur,10,109
1706,54,Masculino,882381,10854,996,Este,2,5
1707,69,Femenino,523957,7352,857,Oeste,2,8
1708,28,Masculino,184226,2010,390,Sur,7,51
1709,38,Femenino,1316096,24142,739,Este,8,129
1710,59,Femenino,623628,28783,892,Norte,1,1
1711,65,Femenino,331347,11480,970,Sur,1,1
1712,18,Masculino,277143,1966,408,Norte,6,45
1713,69,Femenino,485032,5671,955,Sur,1,8
1714,32,Masculino,774925,33937,583,Oeste,8,111
1715,40,Femenino,1251611,44457,672,Norte,8,121
1716,54,Femenino,1051433,20839,880,Sur,3,5
1717,24,Masculino,165359,1021,321,Este,7,65
1718,19,Masculino,230216,5763,347,Este,7,61
1719,25,Masculino,220297,3832,317,Este,9,84
1720,62,Masculino,970018,26056,978,Norte,1,3
1721,57,Femenino,908542,40575,473,Norte,8,106
1722,34,Femenino,1312185,37257,464,Norte,9,81
1723,43,Masculino,1738831,39724,747,Oeste,10,124
1724,25,Masculino,205996,4329,426,Este,9,86
1725,53,Femenino,1002848,18259,862,Oeste,2,7
1726,54,Femenino,1849294,42249,649,Norte,8,81
1727,18,Masculino,205125,2887,423,Este,10,29
1728,56,Masculino,457256,21244,860,Oeste,1,9
1729,21,Masculino,147331,1666,476,Este,10,29
1730,54,Femenino,982660,18591,867,Este,2,7
1731,50,Masculino,413295,16879,835,Norte,2,8
1732,68,Femenino,731122,12794,892,Sur,3,6
1733,57,Masculino,410077,9126,944,Sur,2,2
1734,60,Femenino,823982,22358,447,Este,10,130
1735,43,Masculino,1115221,21922,497,Norte,10,140
1736,57,Masculino,749587,14590,967,Oeste,3,7
1737,30,Masculino,1819171,24612,460,Oeste,10,96
1738,68,Femenino,1029635,13113,908,Sur,1,9
1739,49,Femenino,1877637,17794,674,Sur,8,148
1740,63,Masculino,771998,29375,933,Sur,1,4
1741,38,Femenino,1074891,30367,499,Oeste,10,81
1742,25,Femenino,200551,3166,305,Este,10,34
1743,70,Masculino,333355,5095,816,Este,2,2
1744,58,Femenino,1437265,17043,659,Oeste,8,85
1745,65,Femenino,773135,18456,900,Este,3,7
1746,60,Masculino,1211940,42128,755,Oeste,8,77
1747,55,Masculino,1196717,26778,836,Oeste,1,4
1748,21,Femenino,276681,3963,329,Sur,9,78
1749,20,Masculino,180312,5506,420,Sur,10,69
1750,59,Femenino,999969,21375,968,Norte,3,10
1751,52,Masculino,1061703,6739,980,Norte,1,8
1752,29,Femenino,139391,3157,365,Oeste,8,29
1753,67,Masculino,768695,22479,963,Oeste,3,5
1754,20,Femenino,250260,4533,439,Oeste,8,75
1755,38,Masculino,1323927,27932,456,Sur,10,136
1756,24,Femenino,239069,5364,487,Norte,9,56
1757,48,Femenino,1954929,34611,449,Sur,8,99
1758,30,Masculino,224869,1376,402,Oeste,7,94
1759,28,Masculino,258415,1417,371,Sur,9,28
1760,30,Femenino,132605,3971,311,Este,6,36
1761,55,Masculino,524958,10968,982,Oeste,1,2
1762,20,Masculino,171713,4791,471,Este,7,42
1763,25,Femenino,100250,4311,333,Norte,8,63
1764,62,Masculino,260036,9998,830,Este,1,6
1765,45,Femenino,1461432,21494,481,Oeste,9,127
1766,26,Femenino,205986,2911,481,Este,8,100
1767,54,Femenino,680544,19085,911,Oeste,3,9
1768,24,Masculino,255665,5876,427,Este,6,15
1769,35,Femenino,1967311,38257,404,Sur,10,150
1770,49,Masculino,1017238,26681,524,Norte,10,83
1771,22,Femenino,133460,3208,324,Sur,6,45
1772,42,Femenino,1444210,25689,528,Oeste,10,120
1773,55,Femenino,860321,11176,886,Sur,1,5
1774,65,Femenino,1000211,6291,905,Norte,3,2
1775,56,Masculino,684043,26740,850,Este,3,10
1776,55,Femenino,712864,19245,981,Sur,3,8
1777,19,Masculino,165297,5017,335,Oeste,9,15
1778,64,Femenino,729905,19211,955,Oeste,3,10
1779,44,Masculino,1410941,29245,468,Oeste,10,137
1780,55,Masculino,1034564,18184,976,Oeste,1,6
1781,21,Femenino,131946,5570,322,Sur,10,54
1782,55,Masculino,1433047,30164,705,Norte,9,104
1783,51,Masculino,1480218,44287,792,Sur,9,145
1784,43,Masculino,1331500,43560,540,Sur,9,111
1785,26,Masculino,138459,2961,390,Oeste,6,77
1786,45,Femenino,962802,17424,824,Este,10,139
1787,18,Masculino,273049,4301,459,Oeste,7,56
1788,23,Femenino,277858,1734,322,Oeste,10,56
1789,23,Femenino,101011,3767,348,Norte,7,64
1790,19,Masculino,182842,4964,404,Sur,9,67
1791,43,Femenino,1533551,20915,839,Este,8,101
1792,54,Masculino,1012250,20005,802,Oeste,3,1
1793,53,Masculino,841943,27558,616,Oeste,8,138
1794,54,Masculino,1182424,42402,459,Oeste,10,145
1795,21,Masculino,149591,3610,391,Sur,8,93
1796,55,Masculino,644806,22101,845,Sur,2,6
1797,39,Masculino,1599488,26897,813,Este,9,98
1798,28,Masculino,260763,2651,399,Sur,10,92
1799,69,Masculino,880139,17890,937,Norte,2,6
1800,60,Femenino,1093650,19661,993,Oeste,2,7
1801,64,Femenino,290286,11163,867,Este,1,1
1802,60,Masculino,344098,16239,945,Oeste,1,3
1803,68,Femenino,945866,5273,879,Este,2,4
1804,30,Femenino,865494,43634,605,Sur,8,76
1805,54,Masculino,1166259,20895,642,Norte,8,90
1806,50,Femenino,293245,17317,978,Sur,1,2
1807,33,Femenino,717759,18840,783,Oeste,10,100
1808,25,Femenino,180621,5976,478,Este,7,31
1809,40,Masculino,817299,28104,715,Este,8,113
1810,19,Femenino,234119,5875,440,Este,10,82
1811,28,Masculino,174604,3838,428,Sur,6,90
1812,24,Masculino,189137,3512,358,Oeste,10,21
1813,18,Masculino,116290,4066,434,Este,9,97
1814,29,Femenino,160586,2456,396,Oeste,10,62
1815,53,Femenino,1579018,30446,764,Sur,8,98
1816,60,Masculino,646440,6567,866,Este,1,7
1817,41,Femenino,1165432,37924,712,Oeste,9,93
1818,29,Masculino,172045,4403,453,Sur,9,25
1819,24,Femenino,161975,5391,394,Sur,7,56
1820,32,Masculino,1826087,25721,411,Oeste,8,90
1821,50,Femenino,781218,41534,747,Sur,8,150
1822,67,Femenino,527396,10743,832,Sur,2,5
1823,27,Masculino,265631,2728,397,Este,10,80
1824,55,Masculino,919904,13851,891,Norte,1,4
1825,24,Femenino,120092,3615,315,Norte,10,98
1826,27,Masculino,127306,5943,349,Norte,9,24
1827,60,Femenino,724952,25706,963,Norte,3,6
1828,56,Masculino,1692541,32240,533,Este,9,105
1829,20,Masculino,228626,4169,342,Este,8,19
1830,18,Masculino,167571,2929,473,Este,7,75
1831,70,Masculino,414667,17184,919,Sur,3,10
1832,52,Masculino,491958,15314,859,Este,3,2
1833,61,Masculino,840535,10807,982,Sur,3,9
1834,41,Femenino,752355,33300,611,Oeste,10,106
1835,33,Femenino,1637356,39441,748,Sur,9,116
1836,53,Femenino,1006750,11773,864,Norte,1,5
1837,38,Femenino,1655418,21866,654,Oeste,8,118
1838,65,Femenino,995440,8625,985,Este,2,4
1839,33,Masculino,1955938,15434,557,Sur,8,103
1840,30,Femenino,126901,3726,364,Norte,9,99
1841,25,Masculino,164306,2445,453,Este,6,43
1842,20,Masculino,131845,2284,498,Norte,7,72
1843,68,Masculino,622926,27275,964,Sur,3,7
1844,28,Femenino,180574,2241,349,Este,6,21
1845,58,Femenino,1717839,23529,679,Oeste,10,77
1846,66,Femenino,923750,9912,881,Norte,2,3
1847,20,Femenino,267362,3311,386,Norte,8,39
1848,32,Femenino,1570579,21615,607,Sur,8,131
1849,57,Masculino,1705884,37258,584,Sur,8,130
1850,56,Femenino,774307,11986,814,Oeste,3,4
1851,57,Femenino,740861,24712,992,Este,2,6
1852,32,Masculino,1016195,28204,485,Norte,9,104
1853,56,Masculino,448147,25061,870,Este,1,3
1854,59,Femenino,1145487,17006,699,Sur,8,111
1855,64,Femenino,1032878,16483,864,Norte,1,2
1856,28,Femenino,120133,3460,415,Este,10,91
1857,70,Femenino,823732,8407,828,Oeste,3,10
1858,36,Femenino,1010056,28111,740,Este,9,106
1859,28,Masculino,201681,5769,312,Sur,10,35
1860,23,Masculino,130209,5289,323,Sur,8,99
1861,21,Masculino,258639,5536,355,Sur,7,30
1862,37,Masculino,1591775,17608,736,Sur,9,147
1863,59,Masculino,1710836,26972,746,Sur,10,150
1864,40,Femenino,1839038,38254,665,Oeste,9,115
1865,66,Femenino,1007564,9830,877,Oeste,1,7
1866,38,Masculino,1788386,36088,834,Sur,9,102
1867,18,Femenino,230390,3922,439,Sur,9,27
1868,29,Masculino,222055,3445,355,Este,10,20
1869,18,Femenino,179700,4190,424,Este,6,26
1870,19,Femenino,262798,3558,402,Sur,9,66
1871,44,Femenino,1597514,20239,715,Oeste,9,106
1872,53,Masculino,688122,20476,911,Sur,3,6
1873,26,Femenino,225241,3391,403,Este,10,51
1874,58,Femenino,921848,36540,563,Oeste,10,130
1875,65,Femenino,324412,27283,916,Sur,1,2
1876,59,Masculino,1152072,27740,415,Norte,8,126
1877,23,Masculino,156325,3370,465,Este,9,39
1878,50,Masculino,629848,29429,875,Norte,2,8
1879,50,Femenino,451016,12688,996,Norte,1,8
1880,70,Masculino,978998,6894,829,Oeste,3,6
1881,68,Masculino,1067483,19105,861,Este,1,6
1882,61,Femenino,1172344,28279,856,Este,2,1
1883,29,Femenino,129159,2858,449,Sur,7,29
1884,50,Femenino,732135,28452,457,Norte,9,116
1885,20,Masculino,233304,1802,416,Norte,7,86
1886,28,Masculino,258614,5122,358,Este,9,40
1887,24,Femenino,227185,4888,375,Sur,7,60
1888,18,Masculino,220429,2810,497,Este,9,51
1889,36,Femenino,818152,24772,415,Norte,9,106
1890,23,Masculino,101915,5327,339,Norte,8,44
1891,18,Femenino,134447,1386,446,Oeste,7,82
1892,30,Masculino,120400,1393,308,Norte,6,84
1893,23,Masculino,241326,3898,437,Oeste,9,94
1894,55,Femenino,320276,24309,925,Norte,3,6
1895,52,Femenino,307378,29730,914,Norte,1,3
1896,62,Masculino,1130951,28992,984,Este,2,8
1897,59,Femenino,885006,17162,897,Este,3,10
1898,21,Masculino,243136,1362,498,Norte,10,73
1899,64,Masculino,515500,9013,883,Este,2,8
1900,64,Femenino,948711,8300,969,Sur,3,3
1901,28,Femenino,135757,1860,369,Este,6,66
1902,26,Masculino,169914,3324,316,Sur,10,75
1903,50,Masculino,352291,15914,944,Norte,2,7
1904,57,Masculino,1046077,29245,915,Sur,1,3
1905,29,Masculino,199151,1293,403,Oeste,7,88
1906,59,Femenino,522242,9977,928,Oeste,3,10
1907,41,Femenino,868329,27619,763,Sur,10,113
1908,64,Masculino,601606,6600,999,Este,3,1
1909,53,Masculino,1383020,17393,459,Norte,9,76
1910,20,Femenino,248253,2935,410,Oeste,7,81
1911,25,Femenino,132798,3693,307,Norte,7,23
1912,19,Femenino,257656,4360,438,Sur,10,15
1913,38,Femenino,1790271,27311,515,Norte,9,94
1914,45,Femenino,1028010,41282,662,Norte,10,94
1915,21,Femenino,101143,2942,453,Este,8,89
1916,53,Masculino,743564,11038,849,Este,1,1
1917,29,Masculino,122889,2846,365,Norte,6,99
1918,22,Masculino,243120,1096,417,Norte,8,99
1919,63,Femenino,621578,12902,982,Oeste,2,6
1920,19,Masculino,120090,2228,450,Oeste,8,37
1921,37,Masculino,1021008,15999,469,Norte,10,108
1922,24,Femenino,177924,4546,487,Sur,7,72
1923,64,Masculino,391808,19924,950,Este,3,8
1924,57,Femenino,1135693,23872,856,Sur,3,10
1925,53,Masculino,1175171,25921,942,Oeste,1,10
1926,47,Masculino,1343869,39908,533,Sur,8,145
1927,24,Femenino,220868,2845,305,Este,8,100
1928,43,Femenino,887689,24968,408,Sur,9,122
1929,25,Femenino,131939,3266,479,Sur,8,84
1930,68,Femenino,369497,19964,889,Oeste,1,8
1931,50,Femenino,1790523,20120,418,Oeste,9,91
1932,35,Femenino,1705197,21035,759,Oeste,9,142
1933,20,Masculino,190057,3986,307,Norte,10,49
1934,52,Masculino,1159528,20990,828,Este,2,6
1935,70,Femenino,342180,24399,852,Sur,2,7
1936,53,Masculino,962773,26022,964,Este,3,3
1937,47,Masculino,1720750,29328,828,Este,8,102
1938,68,Masculino,257726,12650,932,Oeste,1,8
1939,50,Masculino,1872628,25861,556,Sur,9,76
1940,64,Femenino,833782,7707,980,Sur,3,8
1941,31,Masculino,1234156,32429,824,Norte,8,106
1942,28,Femenino,101600,4711,384,Este,10,23
1943,21,Femenino,231664,2084,420,Norte,9,86
1944,29,Masculino,247482,1896,402,Oeste,6,90
1945,23,Femenino,137499,3429,443,Este,6,34
1946,52,Masculino,1617142,40441,838,Norte,8,145
1947,19,Masculino,188275,3565,331,Este,8,65
1948,64,Masculino,1065162,27057,892,Sur,2,9
1949,25,Masculino,239145,5295,487,Este,9,83
1950,66,Femenino,890435,22041,953,Sur,1,6
1951,18,Masculino,162187,4062,456,Sur,10,84
1952,23,Masculino,246444,5424,479,Este,7,31
1953,59,Femenino,499832,11450,813,Sur,3,8
1954,69,Femenino,356025,5053,937,Sur,2,1
1955,40,Femenino,1408263,33783,822,Este,8,101
1956,63,Masculino,292171,22918,879,Norte,1,4
1957,20,Femenino,135971,5646,483,Sur,9,94
1958,33,Masculino,930020,40572,700,Este,8,117
1959,54,Femenino,1000516,34801,627,Norte,10,85
1960,70,Femenino,646149,15915,809,Oeste,2,6
1961,26,Masculino,255485,2893,345,Norte,6,84
1962,59,Masculino,1801833,18356,500,Norte,10,113
1963,68,Femenino,577182,11992,807,Norte,3,10
1964,26,Masculino,253021,2387,473,Sur,7,67
1965,52,Femenino,1155014,13559,992,Norte,1,7
1966,20,Femenino,180640,1772,390,Oeste,8,31
1967,23,Femenino,211218,3131,496,Norte,6,65
1968,61,Femenino,1010591,27706,800,Norte,2,9
1969,66,Femenino,520273,5140,980,Este,3,3
1970,31,Femenino,1635116,38721,413,Este,8,131
1971,58,Masculino,763909,6848,839,Sur,1,9
1972,26,Masculino,271710,5317,302,Este,9,75
1973,63,Femenino,259220,17548,890,Sur,2,9
1974,69,Femenino,1100097,28868,958,Norte,3,4
1975,56,Masculino,1463334,27637,425,Norte,8,85
1976,46,Masculino,1080957,24980,592,Este,8,89
1977,29,Femenino,245898,1761,471,Sur,10,25
1978,58,Masculino,1152979,25791,849,Norte,8,107
1979,49,Femenino,1144680,39599,706,Norte,9,76
1980,35,Femenino,1290959,31372,529,Este,8,93
1981,41,Femenino,1115579,31348,612,Sur,10,145
1982,54,Femenino,1556910,21231,709,Este,9,131
1983,56,Femenino,1898206,40035,519,Este,10,148
1984,68,Masculino,261218,9858,876,Este,2,4
1985,59,Masculino,1157788,6951,884,Norte,2,6
1986,46,Femenino,1363004,23886,609,Norte,10,116
1987,59,Femenino,447567,21747,939,Norte,2,8
1988,26,Femenino,243833,1046,435,Oeste,7,57
1989,60,Masculino,1315287,19909,657,Sur,8,139
1990,49,Femenino,1128183,43572,668,Oeste,10,118
1991,61,Femenino,635960,27719,951,Norte,2,8
1992,18,Femenino,163789,4726,382,Norte,9,51
1993,25,Femenino,116006,5284,471,Oeste,7,72
1994,68,Masculino,1121771,12925,941,Norte,1,1
1995,25,Femenino,119874,3693,304,Oeste,7,40
1996,27,Femenino,244616,5305,323,Sur,9,86
1997,64,Femenino,440343,28789,922,Sur,3,8
1998,60,Femenino,938079,18911,809,Oeste,2,10
1999,57,Femenino,573153,16689,885,Este,2,1
2000,45,Masculino,914366,36459,730,Este,9,112
2001,69,Masculino,572400,10709,812,Este,1,9
2002,58,Femenino,674503,15824,919,Norte,2,9
2003,25,Masculino,209939,5331,464,Oeste,6,68
2004,26,Masculino,226466,2925,496,Sur,9,94
2005,55,Femenino,1321381,28308,822,Norte,9,99
2006,26,Masculino,174597,5320,492,Oeste,6,29
2007,52,Masculino,1360709,18118,610,Sur,10,105
2008,23,Femenino,164762,3646,311,Sur,7,45
2009,19,Femenino,103074,2137,312,Oeste,8,76
2010,57,Masculino,1799419,35959,813,Este,10,131
2011,24,Masculino,279786,5136,322,Sur,8,29
2012,47,Masculino,1538074,36661,495,Oeste,9,139
2013,30,Femenino,212868,5541,467,Sur,9,76
2014,53,Masculino,1105502,27920,958,Este,2,10
2015,29,Masculino,256955,3351,321,Sur,8,17
2016,30,Femenino,123621,1687,350,Sur,8,50
2017,30,Masculino,241072,5041,304,Norte,8,81
2018,21,Femenino,210300,1920,482,Norte,7,48
2019,25,Femenino,102304,3467,408,Sur,7,30
2020,18,Femenino,129254,4575,321,Norte,7,36
2021,54,Masculino,792429,32487,496,Sur,9,82
2022,67,Masculino,1086121,13676,859,Oeste,1,3
2023,44,Masculino,766157,21697,743,Este,10,118
2024,44,Masculino,1658606,21446,708,Este,9,106
2025,30,Femenino,106433,1339,302,Oeste,7,48
2026,66,Masculino,995527,8417,813,Oeste,2,9
2027,36,Masculino,909304,41252,581,Norte,9,130
2028,23,Femenino,105538,3960,320,Norte,6,60
2029,48,Femenino,1907220,25901,765,Sur,9,136
2030,53,Masculino,1256783,33862,615,Norte,8,146
2031,25,Masculino,277518,3899,309,Este,9,94
2032,35,Masculino,1022807,40405,553,Oeste,10,143
2033,31,Masculino,1303130,19481,627,Sur,8,93
2034,44,Masculino,1594576,27332,683,Norte,8,112
2035,23,Femenino,135963,4037,436,Sur,6,73
2036,58,Femenino,276328,20447,842,Oeste,2,3
2037,56,Femenino,805039,20586,841,Norte,2,6
2038,37,Femenino,1090881,38390,641,Oeste,8,109
2039,62,Femenino,500545,19746,821,Este,3,8
2040,57,Masculino,592652,29114,955,Sur,1,9
2041,28,Femenino,179048,5649,329,Este,9,24
2042,27,Masculino,173621,3175,434,Este,7,49
2043,59,Masculino,584983,22819,817,Norte,1,4
2044,58,Masculino,514475,26473,882,Norte,3,5
2045,66,Masculino,428676,18158,913,Oeste,3,4
2046,54,Femenino,1271610,44154,727,Oeste,9,105
2047,25,Masculino,185175,3382,323,Norte,6,27
2048,33,Femenino,1796830,39510,695,Sur,10,135
2049,51,Masculino,294779,18949,875,Este,3,5
2050,52,Femenino,1144834,17900,421,Sur,10,138
2051,35,Masculino,941626,29208,448,Norte,10,106
2052,21,Masculino,208392,2999,440,Norte,10,95
2053,69,Femenino,526566,9448,947,Este,2,7
2054,37,Femenino,1445107,28562,664,Este,10,120
2055,25,Masculino,127238,4391,360,Este,7,80
2056,49,Masculino,1710230,32933,791,Este,8,93
2057,19,Masculino,171161,1622,309,Sur,9,65
2058,19,Femenino,111047,3531,488,Norte,9,38
2059,19,Masculino,220489,3373,457,Sur,10,20
2060,52,Masculino,1378406,39612,829,Norte,9,119
2061,36,Femenino,1923914,38316,808,Este,8,142
2062,51,Femenino,413357,22037,863,Norte,3,2
2063,18,Femenino,116930,4304,493,Sur,8,35
2064,18,Masculino,162269,4618,317,Oeste,7,21
2065,40,Masculino,1269275,26014,698,Norte,9,81
2066,55,Femenino,1545825,15231,559,Norte,9,99
2067,45,Masculino,1517369,41631,687,Norte,10,138
2068,55,Masculino,1519260,24071,436,Oeste,10,143
2069,34,Masculino,1011870,26693,721,Oeste,10,82
2070,52,Femenino,959878,18219,697,Norte,10,130
2071,30,Femenino,1838511,36686,627,Este,10,134
2072,61,Femenino,640207,6656,820,Norte,2,8
2073,27,Femenino,101987,5907,482,Oeste,8,44
2074,24,Femenino,115028,2567,451,Este,9,27
2075,50,Femenino,1342411,22543,421,Norte,9,87
2076,60,Femenino,346647,19112,945,Este,2,8
2077,67,Masculino,385484,27560,919,Oeste,1,8
2078,26,Femenino,236886,4562,353,Oeste,10,86
2079,53,Femenino,1458912,18343,434,Oeste,10,80
2080,55,Femenino,870445,18688,895,Oeste,2,1
2081,26,Femenino,107730,2854,340,Este,8,92
2082,63,Femenino,738866,5273,938,Este,2,9
2083,50,Femenino,851578,32267,734,Oeste,9,145
2084,28,Femenino,219986,3651,351,Sur,10,73
2085,56,Masculino,650598,10084,814,Oeste,1,10
2086,33,Masculino,1451246,22377,589,Este,10,128
2087,64,Femenino,982384,21143,876,Norte,3,3
2088,34,Masculino,1460112,44138,806,Este,8,110
2089,57,Masculino,931293,42215,536,Norte,9,127
2090,28,Masculino,218863,3145,409,Sur,7,24
2091,69,Masculino,322027,25356,800,Este,3,7
2092,58,Masculino,731822,43064,494,Este,10,150
2093,53,Femenino,1604984,40853,470,Este,10,136
2094,23,Masculino,118381,1783,414,Sur,8,53
2095,64,Masculino,315694,11326,914,Norte,3,4
2096,29,Femenino,150014,2157,357,Sur,9,98
2097,59,Femenino,993402,27995,545,Norte,10,102
2098,59,Masculino,1816743,29642,639,Oeste,8,133
2099,19,Femenino,219765,3378,471,Norte,7,71
2100,29,Masculino,269645,3476,474,Sur,9,69
2101,57,Masculino,525392,14090,800,Norte,3,6
2102,35,Femenino,770631,41573,510,Sur,9,94
2103,62,Femenino,868948,29219,937,Sur,1,7
2104,50,Masculino,360131,23744,829,Sur,2,9
2105,24,Masculino,257524,2061,303,Oeste,10,42
2106,60,Masculino,880595,40224,824,Oeste,8,133
2107,28,Masculino,130294,2387,330,Sur,10,94
2108,54,Masculino,419779,5186,895,Este,1,1
2109,24,Femenino,149946,5611,498,Sur,7,76
2110,58,Femenino,531115,17933,980,Oeste,3,5
2111,29,Masculino,243248,1314,488,Oeste,8,73
2112,18,Masculino,195141,4689,330,Oeste,8,36
2113,62,Femenino,739883,22646,989,Oeste,1,9
2114,55,Femenino,594067,15896,891,Este,2,10
2115,30,Masculino,1109529,19224,457,Este,10,87
2116,20,Masculino,198110,4252,435,Sur,10,41
2117,18,Masculino,204232,3034,309,Norte,9,56
2118,32,Masculino,1298435,22544,820,Sur,9,93
2119,55,Masculino,441935,11618,943,Sur,3,7
2120,22,Femenino,221921,3336,407,Oeste,10,55
2121,66,Femenino,448365,15593,833,Este,3,8
2122,53,Masculino,1805425,19453,798,Norte,9,117
2123,37,Masculino,1717436,18228,727,Norte,9,102
2124,55,Masculino,757318,23239,876,Este,1,3
2125,37,Femenino,1980899,30913,671,Oeste,9,144
2126,52,Masculino,1325586,42201,574,Norte,8,129
2127,53,Masculino,460837,21075,918,Norte,2,2
2128,61,Masculino,398308,15164,824,Oeste,1,1
2129,29,Masculino,103560,3541,392,Este,6,99
2130,25,Femenino,178596,3203,407,Oeste,7,49
2131,45,Masculino,1858529,28340,677,Este,8,130
2132,42,Masculino,700884,20701,631,Oeste,8,134
2133,65,Femenino,299450,26673,839,Sur,2,9
2134,53,Femenino,389330,13100,969,Norte,1,7
2135,53,Femenino,939800,10180,901,Este,3,6
2136,18,Masculino,172539,4058,396,Oeste,8,65
2137,63,Masculino,569698,19320,945,Oeste,2,5
2138,28,Femenino,169371,1087,415,Sur,9,93
2139,57,Femenino,865351,10104,950,Sur,1,3
2140,67,Masculino,892193,28460,836,Este,2,6
2141,49,Masculino,1361544,32579,731,Este,9,126
2142,59,Masculino,1214143,30347,797,Sur,9,139
2143,31,Masculino,1731323,28568,487,Norte,8,126
2144,52,Femenino,799463,25247,973,Este,1,4
2145,21,Femenino,262914,5022,381,Oeste,6,25
2146,22,Masculino,139448,2056,473,Este,7,64
2147,70,Femenino,871358,7898,918,Este,1,6
2148,59,Masculino,712574,16547,627,Norte,8,128
2149,60,Masculino,498060,11813,942,Sur,1,9
2150,23,Femenino,249362,5551,381,Oeste,9,36
2151,41,Masculino,1845938,33684,710,Sur,8,103
